docId,title,content,source,url,publishedAt,year,collectedAt,accessibilityTarget,category,priority,isDisabilityRelated,sourceType,appRelevanceScore,appUseCase,targetKeywordGroup
REAL-0011,보험급여(건강보험 장애인보조기기),건강보험가입자 및 피부양자 중 「장애인복지법」에 따라 등록한 장애인이 장애인보조기기를 구입할 경우 구입금액 일부를 지원합니다. 장애인 신체건강,공공데이터포털 중앙부처복지서비스,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001136&wlfareInfoReldBztpCd=01,2021-09-03,2021,2026-06-14T02:17:57+09:00,ALL,보조기기,HIGH,TRUE,PUBLIC_API,95,BAND_NOTIFICATION,ASSISTIVE_DEVICE
REAL-0012,정보통신보조기기 보급,"장애인의 기능적 한계를 보완개선하여 정보화를 통한 역량을 증진할 수 있도록 정보통신보조기기 보급을 지원합니다. 보훈대상자,장애인,저소득 생활지원",공공데이터포털 중앙부처복지서비스,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001062&wlfareInfoReldBztpCd=01,2021-09-03,2021,2026-06-14T02:17:57+09:00,ALL,보조기기,HIGH,TRUE,PUBLIC_API,99,BAND_NOTIFICATION,ASSISTIVE_DEVICE
REAL-0013,정신질환자 치료비 지원 사업,"조현병 등 정신질환 발병 초기에 집중적인 치료를 유도하고 응급상황 입원 및 퇴원 후에도 꾸준한 치료를 받을 수 있도록 치료비를 지원합니다. 장애인 정신건강,서민금융",공공데이터포털 중앙부처복지서비스,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00006241&wlfareInfoReldBztpCd=01,2026-04-09,2026,2026-06-14T02:17:57+09:00,ALL,재난/안전,URGENT,TRUE,PUBLIC_API,70,URGENT_ALERT,SAFETY_ACTION
REAL-0014,시각·청각장애인용 TV 보급사업,"시각·청각 장애인이 비장애인과 동등한 조건에서 방송매체에 접근할 수 있도록 장애인용 맞춤형 TV를 보급하여 방송소외계층의 방송접근권을 보장합니다. 보훈대상자,장애인,저소득 생활지원",공공데이터포털 중앙부처복지서비스,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000104&wlfareInfoReldBztpCd=01,2021-09-03,2021,2026-06-14T02:17:57+09:00,HEARING_IMPAIRED,지원사업/모집,HIGH,TRUE,PUBLIC_API,99,VISUAL_GUIDE,HEARING_IMPAIRED
REAL-0015,웹정보접근성제고,장애인을 포함한 국민 모두가 공평하게 정보화의 혜택을 영위할 수 있도록 정보접근 환경을 조성하여 사회통합 유도하여여 웹 접근성 제고 및 차별 없는 인터넷 이용환경을 조성합니다. 장애인,공공데이터포털 중앙부처복지서비스,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00006207&wlfareInfoReldBztpCd=01,2026-03-09,2026,2026-06-14T02:17:57+09:00,ALL,권리/차별,LOW,TRUE,PUBLIC_API,82,INFO_CARD,ASSISTIVE_DEVICE
REAL-0016,영구임대주택공급,"생계·의료급여 수급자, 국가유공자, 일본군 위안부 피해자 등 사회보호계층에게 영구임대주택을 공급하여 주거안정을 도모합니다. 다문화·탈북민,보훈대상자,장애인,저소득,한부모·조손 주거",공공데이터포털 중앙부처복지서비스,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000888&wlfareInfoReldBztpCd=01,2021-09-03,2021,2026-06-14T02:17:57+09:00,ALL,지원사업/모집,HIGH,TRUE,PUBLIC_API,55,BAND_NOTIFICATION,GENERAL
REAL-0017,장애인자립자금대여,"저소득 장애인의 소규모 창업 및 출퇴근용 자동차 구입 비용을 장기 저리로 대여하여 생업의 기반을 다지고 편리하게 이동할 수 있도록 지원합니다. 장애인,저소득 생활지원,일자리,서민금융",공공데이터포털 중앙부처복지서비스,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000026&wlfareInfoReldBztpCd=01,2021-09-03,2021,2026-06-14T02:17:58+09:00,ALL,취업/교육,LOW,TRUE,PUBLIC_API,74,INFO_CARD,GENERAL
REAL-0018,에너지바우처,"에너지취약계층에게 에너지바우처를 지급하여 전기·가스·지역난방·등유·LPG 등 필요 에너지의 이용 비용을 지원합니다. 장애인,저소득,한부모·조손 생활지원,주거,에너지",공공데이터포털 중앙부처복지서비스,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000072&wlfareInfoReldBztpCd=01,2021-09-03,2021,2026-06-14T02:17:58+09:00,ALL,일반뉴스,LOW,TRUE,PUBLIC_API,51,NEWS_REFERENCE,GENERAL
REAL-0019,발달장애인 공공후견지원 사업,"의사결정능력 부족으로 어려움을 겪고 있는 성인 발달장애인에게 공공후견서비스를 제공하여 자립생활을 지원합니다. 장애인 생활지원,법률",공공데이터포털 중앙부처복지서비스,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000065&wlfareInfoReldBztpCd=01,2021-09-03,2021,2026-06-14T02:17:58+09:00,ALL,복지지원,LOW,TRUE,PUBLIC_API,80,POLICY_REFERENCE,GENERAL
REAL-0020,장애인일자리지원,18세 이상 미취업 장애인에게 공공형 일자리를 제공하여 사회참여 확대와 소득보장을 도모합니다. 장애인 일자리,공공데이터포털 중앙부처복지서비스,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000025&wlfareInfoReldBztpCd=01,2021-09-03,2021,2026-06-14T02:17:58+09:00,ALL,취업/교육,MEDIUM,TRUE,PUBLIC_API,74,INFO_CARD,GENERAL
REAL-0021,장애인 운전교육 사업,중증장애인의 운전면허 취득에 필요한 실기(기능 및 도로주행) 교육과 면허증을 소지한 중도장애인의 운전 적응을 위한 순회교육을 실시하여 장애인의 이동권을 증진하고 사회참여를 확대합니다. 장애인,공공데이터포털 중앙부처복지서비스,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000027&wlfareInfoReldBztpCd=01,2021-09-03,2021,2026-06-14T02:17:58+09:00,ALL,취업/교육,MEDIUM,TRUE,PUBLIC_API,70,POLICY_REFERENCE,GENERAL
REAL-0022,장애인 집합 정보화교육,장애인을 대상으로 다양한 정보화교육을 실시하여 정보사회 적응력 및 생산적 정보활용능력 향상을 지원합니다. 장애인 교육,공공데이터포털 중앙부처복지서비스,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000066&wlfareInfoReldBztpCd=01,2021-09-03,2021,2026-06-14T02:17:58+09:00,ALL,취업/교육,MEDIUM,TRUE,PUBLIC_API,78,INFO_CARD,GENERAL
REAL-0023,기존주택등 매입임대주택 지원사업,"도심 내 기초생활수급자 등 저소득층이 현 생활권에서 거주할 수 있도록 공공주택사업자가 다가구 등 기존주택 등을 매입하여 개·보수 또는 리모델링하여 저렴하게 공급하여 주거안정 을 도모합니다. 다자녀,장애인,저소득,한부모·조손 주거",공공데이터포털 중앙부처복지서비스,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000062&wlfareInfoReldBztpCd=01,2021-09-03,2021,2026-06-14T02:17:59+09:00,ALL,지원사업/모집,HIGH,TRUE,PUBLIC_API,55,BAND_NOTIFICATION,GENERAL
REAL-0024,장애학생 정보격차 해소 지원,특수교육대상자를 위한 교수-학습 지원 콘텐츠 개발 및 사이트를 운영하여 정보격차 해소를 지원합니다. 장애인 교육,공공데이터포털 중앙부처복지서비스,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001075&wlfareInfoReldBztpCd=01,2021-09-03,2021,2026-06-14T02:17:59+09:00,ALL,지원사업/모집,HIGH,TRUE,PUBLIC_API,94,BAND_NOTIFICATION,GENERAL
REAL-0025,척수장애인재활훈련지원,"척수장애인에게 사회·심리 재활, 동료 상담가 파견, 지역사회 복귀훈련 등 재활프로그램을 지원합니다. 장애인 신체건강,생활지원,문화·여가",공공데이터포털 중앙부처복지서비스,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001070&wlfareInfoReldBztpCd=01,2021-09-03,2021,2026-06-14T02:17:59+09:00,ALL,의료/건강,MEDIUM,TRUE,PUBLIC_API,80,INFO_CARD,GENERAL
REAL-0026,아이돌봄서비스,"맞벌이를 하거나 갑자기 아이를 돌볼 수 없는 일이 생겼을 때 육아 도우미가 방문하여 12세 이하 자녀의 양육을 도와줍니다. 다문화·탈북민,다자녀,장애인,한부모·조손 보육,보호·돌봄",공공데이터포털 중앙부처복지서비스,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000024&wlfareInfoReldBztpCd=01,2021-09-03,2021,2026-06-14T02:17:59+09:00,ALL,복지지원,LOW,TRUE,PUBLIC_API,55,INFO_CARD,GENERAL
REAL-0027,장애인고용장려금,장애인 의무고용률을 초과하여 장애인을 고용하는 사업주에게 고용장려금을 지급하여 장애인 근로자의 직업생활 안정을 도모합니다. 장애인 일자리,공공데이터포털 중앙부처복지서비스,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001090&wlfareInfoReldBztpCd=01,2021-09-03,2021,2026-06-14T02:17:59+09:00,ALL,취업/교육,MEDIUM,TRUE,PUBLIC_API,70,INFO_CARD,GENERAL
REAL-0028,산림복지서비스이용권,"사회·경제적 여건으로 산림복지 혜택을 받지 못하는 소외계층에게 산림복지서비스 체험 기회를 제공하여 삶의 질을 높일 수 있도록 돕습니다. 장애인,저소득,한부모·조손 문화·여가",공공데이터포털 중앙부처복지서비스,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000946&wlfareInfoReldBztpCd=01,2021-09-03,2021,2026-06-14T02:17:59+09:00,ALL,복지지원,LOW,TRUE,PUBLIC_API,55,INFO_CARD,GENERAL
REAL-0029,장애인고용증진융자,"장애인을 고용하여 사업을 하거나 하고자 하는 사업주에게 장애인 고용 관련 작업시설, 부대시설, 편의시설 등의 설치·구입·수리비용의 융자 이자를 지원하여 장애인 고용창출 및 고용안정을 도모합니다. 장애인 생활지원,일자리",공공데이터포털 중앙부처복지서비스,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000068&wlfareInfoReldBztpCd=01,2021-09-03,2021,2026-06-14T02:18:00+09:00,ALL,취업/교육,MEDIUM,TRUE,PUBLIC_API,74,INFO_CARD,GENERAL
REAL-0030,폭력피해자 주거지원 사업,"가정폭력, 성폭력 등 폭력피해자들의 자립을 지원하고 사회 적응 여건을 조성하고자, 폭력 피해여성과 그 가족들이 공동으로 생활할 수 있는 주거 공간을 제공합니다. 장애인 주거,안전·위기",공공데이터포털 중앙부처복지서비스,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001101&wlfareInfoReldBztpCd=01,2021-09-03,2021,2026-06-14T02:18:00+09:00,ALL,일반뉴스,LOW,TRUE,PUBLIC_API,47,NEWS_REFERENCE,GENERAL
REAL-0031,가사·간병 방문 지원사업,"일상생활이 어려운 저소득층 가정에 간병·가사 서비스를 지원하여 취약계층의 생활 안정을 도모하고 가사·간병 방문 제공인력의 사회적 일자리를 창출합니다. 장애인,저소득,한부모·조손 생활지원,보호·돌봄",공공데이터포털 중앙부처복지서비스,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001087&wlfareInfoReldBztpCd=01,2021-09-03,2021,2026-06-14T02:18:00+09:00,ALL,지원사업/모집,HIGH,TRUE,PUBLIC_API,55,BAND_NOTIFICATION,GENERAL
REAL-0032,통합문화이용권,"기초생활수급자 및 차상위계층 대상 문화예술·국내 여행·체육 활동 지원을 통해 문화 향유 기회 확대로 문화격차 완화 및 소외계층의 삶의 질 향상을 도모합니다. 장애인,저소득,한부모·조손 문화·여가",공공데이터포털 중앙부처복지서비스,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000055&wlfareInfoReldBztpCd=01,2021-09-03,2021,2026-06-14T02:18:00+09:00,ALL,일반뉴스,LOW,TRUE,PUBLIC_API,55,NEWS_REFERENCE,GENERAL
REAL-0033,발달장애인 부모상담지원사업,발달장애인 부모에게 발달장애인의 양육과 부양에 따른 심리적 부담 완화 및 가족기능 향상 도모를 위한 전문 심리상담을 지원합니다. 장애인 정신건강,공공데이터포털 중앙부처복지서비스,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000064&wlfareInfoReldBztpCd=01,2021-09-03,2021,2026-06-14T02:18:00+09:00,ALL,지원사업/모집,HIGH,TRUE,PUBLIC_API,94,BAND_NOTIFICATION,GENERAL
REAL-0034,장애아보육료지원,어린이집 이용 장애아동에 대한 보육료 지원을 통해 부모의 자녀양육 부담경감 및 원활한 경제활동을 지원합니다. 장애인 보육,공공데이터포털 중앙부처복지서비스,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001067&wlfareInfoReldBztpCd=01,2021-09-03,2021,2026-06-14T02:18:00+09:00,ALL,일반뉴스,LOW,TRUE,PUBLIC_API,51,NEWS_REFERENCE,GENERAL
REAL-0035,교육복지우선지원사업,"취약계층 학생이 밀집한 학교(초,중,고)를 선정하여 집중 지원함으로써 교육, 문화, 복지 수준을 높이고 교육격차를 해소합니다. 다문화·탈북민,장애인,저소득,한부모·조손 정신건강,문화·여가,교육,보호·돌봄",공공데이터포털 중앙부처복지서비스,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001120&wlfareInfoReldBztpCd=01,2021-09-03,2021,2026-06-14T02:18:00+09:00,ALL,지원사업/모집,MEDIUM,TRUE,PUBLIC_API,55,INFO_CARD,GENERAL
REAL-0036,여성장애인교육지원,"장애와 여성이라는 이중 제약으로 교육의 기회를 갖지 못한 장애 여성에게 교육서비스를 제공하여 사회참여 기회를 확대합니다. 장애인 생활지원,교육",공공데이터포털 중앙부처복지서비스,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003220&wlfareInfoReldBztpCd=01,2021-09-03,2021,2026-06-14T02:18:01+09:00,ALL,취업/교육,MEDIUM,TRUE,PUBLIC_API,74,INFO_CARD,GENERAL
REAL-0037,영주귀국 사할린한인 정착비 및 시설운영 지원,"일제강점기 강제징용당한 사할린한인을 대상으로 영주귀국 대상자를 선정하여 귀국 및 정착생활에 필요한 비용을 지원합니다. 장애인,저소득 생활지원,주거",공공데이터포털 중앙부처복지서비스,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003230&wlfareInfoReldBztpCd=01,2021-09-03,2021,2026-06-14T02:18:01+09:00,ALL,지원사업/모집,HIGH,TRUE,PUBLIC_API,55,BAND_NOTIFICATION,GENERAL
REAL-0038,장애인문화·예술 지원,"장애 예술인의 문화예술 접근성 제고, 창작활성화 및 문화예술 향유기회 확대 등 포용적 예술 환경 조성을 도모합니다. 장애인 문화·여가",공공데이터포털 중앙부처복지서비스,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001117&wlfareInfoReldBztpCd=01,2021-09-03,2021,2026-06-14T02:18:01+09:00,ALL,일반뉴스,LOW,TRUE,PUBLIC_API,47,NEWS_REFERENCE,GENERAL
REAL-0039,영농도우미 지원,"사고, 질병 농가에 영농도우미를 지원하여 안정적인 영농활동을 통한 농가소득 증대를 도모합니다. 다문화·탈북민,장애인,저소득,한부모·조손 생활지원,보호·돌봄",공공데이터포털 중앙부처복지서비스,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003207&wlfareInfoReldBztpCd=01,2021-09-03,2021,2026-06-14T02:18:01+09:00,ALL,복지지원,LOW,TRUE,PUBLIC_API,55,INFO_CARD,GENERAL
REAL-0040,중증장애인직업재활지원,"사각지대 없는 촘촘한 직업재활서비스 제공을 통해 중증장애인의 자립기반을 마련하고 사회참여 증진을 도모합니다. 장애인 일자리,교육",공공데이터포털 중앙부처복지서비스,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003189&wlfareInfoReldBztpCd=01,2021-09-03,2021,2026-06-14T02:18:01+09:00,ALL,취업/교육,MEDIUM,TRUE,PUBLIC_API,74,INFO_CARD,GENERAL
REAL-0041,장애인 건강검진기관 지원,"장애인 건강검진기관을 지정·지원하여 장애인의 건강검진 이용 접근성을 보장하고, 장애인·비장애인 수검률 격차를 해소하고자 합니다. 장애인 신체건강",공공데이터포털 중앙부처복지서비스,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001133&wlfareInfoReldBztpCd=01,2021-09-03,2021,2026-06-14T02:18:01+09:00,ALL,의료/건강,MEDIUM,TRUE,PUBLIC_API,80,INFO_CARD,GENERAL
REAL-0042,(특수교육대상자) 치료지원서비스,특수교육대상자의 교육을 효율적으로 지원하기 위해 관련 서비스를 제공합니다. 장애인 신체건강,공공데이터포털 중앙부처복지서비스,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001113&wlfareInfoReldBztpCd=01,2021-09-03,2021,2026-06-14T02:18:01+09:00,ALL,지원사업/모집,MEDIUM,TRUE,PUBLIC_API,91,INFO_CARD,GENERAL
REAL-0043,장애아동수당,"장애로 인하여 생활이 어려운 장애아동이 보다 편안한 생활을 할 수 있도록 지원합니다. 장애인,저소득 생활지원",공공데이터포털 중앙부처복지서비스,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003198&wlfareInfoReldBztpCd=01,2021-09-03,2021,2026-06-14T02:18:02+09:00,ALL,일반뉴스,LOW,TRUE,PUBLIC_API,47,NEWS_REFERENCE,GENERAL
REAL-0044,권역재활병원 공공재활프로그램 운영지원,"권역재활병원의 사회복귀, 방문재활, 장애아동 재활 등 공공재활프로그램 활성화를 통해 장애발생 후 입원기간을 단축하여 효과적 재활치료와 성공적인 사회복귀를 도모합니다. 장애인 신체건강",공공데이터포털 중앙부처복지서비스,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001134&wlfareInfoReldBztpCd=01,2021-09-03,2021,2026-06-14T02:18:02+09:00,ALL,의료/건강,MEDIUM,TRUE,PUBLIC_API,55,INFO_CARD,GENERAL
REAL-0045,발달장애인 가족휴식지원사업,"발달장애인 가족의 돌봄 스트레스를 완화하고 정서적 안정을 지원하기 위하여 가족휴식 지원서비스를 제공합니다. 장애인 정신건강,보호·돌봄",공공데이터포털 중앙부처복지서비스,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001150&wlfareInfoReldBztpCd=01,2021-09-03,2021,2026-06-14T02:18:02+09:00,ALL,지원사업/모집,HIGH,TRUE,PUBLIC_API,90,BAND_NOTIFICATION,GENERAL
REAL-0046,장애인자립생활지원센터 지원,"장애인 대상 권익옹호, 동료상담, 개인별 자립지원 등 서비스를 통해 장애인의 자립생활에 필요한 역량강화와 지역사회의 다양한 사회참여 활동을 지원합니다. 장애인 생활지원,안전·위기",공공데이터포털 중앙부처복지서비스,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003217&wlfareInfoReldBztpCd=01,2021-09-03,2021,2026-06-14T02:18:02+09:00,ALL,권리/차별,LOW,TRUE,PUBLIC_API,90,INFO_CARD,GENERAL
REAL-0047,환경보건이용권,"환경보건이용권(10만원 상당 포인트)을 통해 기초생활수급자 13세 미만 어린이에게 환경성질환 예방용품, 청소서비스, 건강체험, 진료비 지원 및 실내환경 유해인자 진단·컨설팅 등 지원합니다. 장애인,저소득,한부모·조손 신체건강,생활지원,주거,안전·위기",공공데이터포털 중앙부처복지서비스,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003225&wlfareInfoReldBztpCd=01,2021-09-03,2021,2026-06-14T02:18:02+09:00,ALL,의료/건강,MEDIUM,TRUE,PUBLIC_API,55,INFO_CARD,GENERAL
